Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
20.0,4.7,Sunny,High,2,Snack,motorcycle,0.0,No,Urban,12,1.5357539319519053
38.0,4.8,Windy,Low,1,Meal,motorcycle,1.0,No,Urban,20,9.186800022399215
22.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Urban,11,1.5715464192431179
26.0,4.4,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,,37,12.286447546207045
23.0,5.0,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,29,9.32097200160514
29.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,23,7.443884275441393
28.0,4.6,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,3.0231623730219486
,,,,3,Drinks,electric_scooter,0.0,No,Metropolitian,18,20.240373069515584
29.0,4.5,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,16,3.0570480584908855
31.0,4.9,Sunny,Low,1,Drinks,scooter,1.0,No,Urban,18,13.96326375396706
33.0,4.1,Cloudy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,34,10.899141786219953
31.0,5.0,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,9.213335387371762
38.0,4.5,Fog,Jam,2,Meal,scooter,1.0,No,Urban,27,7.4363813436299795
24.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,17,3.0389068807076867
27.0,4.5,Cloudy,Medium,1,Drinks,scooter,1.0,No,Urban,12,6.117095502714339
24.0,4.9,Stormy,Jam,1,Meal,scooter,0.0,No,Metropolitian,23,13.960764380592753
24.0,4.6,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Urban,19,9.186999317799923
36.0,3.6,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,34,20.168501494357532
23.0,4.1,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,19.747657456535347
22.0,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,10.57994852778462
37.0,4.6,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,22,1.5288648628978287
27.0,4.6,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,19,12.572369364893285
39.0,4.6,Windy,Low,2,Buffet,motorcycle,1.0,No,Urban,22,10.750414443640222
38.0,4.8,Cloudy,Medium,2,Drinks,scooter,,No,Metropolitian,18,9.342203599295484
21.0,4.6,Windy,High,1,Drinks,scooter,1.0,No,Urban,13,6.077065116049639
31.0,4.4,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,2.977892668826528
28.0,4.6,Cloudy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,40,20.194363046875857
,,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,17,1.5571092330505303
35.0,4.1,Fog,Jam,1,Drinks,motorcycle,2.0,No,Urban,43,19.351228126501876
22.0,4.8,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,19,1.4888932031210191
34.0,4.9,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,15,5.96504659088755
15.0,1.0,,,3,Snack,scooter,1.0,No,Metropolitian,19,3.1141653989201736
30.0,3.8,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,31,10.580263577308482
25.0,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,29,6.045967082173688
28.0,4.1,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,14.013449561842137
35.0,5.0,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,7.65577303629433
20.0,5.0,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,12.475957331912655
20.0,4.6,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,24,13.67391439575588
38.0,4.9,Fog,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,15,6.213956477581239
21.0,5.0,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,7.55752412150877
24.0,4.9,Fog,Low,0,Snack,motorcycle,0.0,No,Urban,23,20.84373886764406
,,,,3,Snack,bicycle,0.0,No,Urban,15,6.142774513186105
39.0,5.0,Cloudy,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,6.206170051060365
,,Stormy,Low,2,Meal,scooter,1.0,No,Urban,16,9.429277693727657
38.0,3.7,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,32,13.755137066510976
21.0,4.8,Fog,Medium,2,Meal,scooter,1.0,No,Metropolitian,30,19.64707177350847
32.0,4.5,Sandstorms,Low,2,Drinks,motorcycle,0.0,No,Metropolitian,21,1.464330772077425
38.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,18,6.28618544846543
31.0,5.0,Windy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,30,8.933020225044853
29.0,5.0,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,32,4.5578745821166775
37.0,4.9,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36,7.557743217161383
29.0,4.1,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,1.4643301171317566
34.0,4.8,Fog,Low,2,Meal,motorcycle,0.0,No,Metropolitian,28,10.558545911871873
20.0,4.4,Windy,Low,0,Drinks,motorcycle,1.0,No,Urban,28,9.214710596705727
27.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,16,19.867389201515902
21.0,4.0,Stormy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,32,11.000823613167864
29.0,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Urban,32,17.066749209268597
28.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,19.87250440448734
29.0,5.0,Cloudy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,10,2.982856959966657
31.0,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,,19,10.558629508423309
22.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,17,9.342245325893947
38.0,4.8,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,30,6.214401723805858
38.0,4.6,Cloudy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,35,14.013036629567331
36.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,3.027635308662997
25.0,4.4,Sunny,High,0,Meal,motorcycle,2.0,No,Metropolitian,46,5.871309139526162
23.0,4.5,Fog,Jam,2,Drinks,motorcycle,1.0,No,Urban,27,4.653864353888495
37.0,5.0,Stormy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,20,14.143914925457633
,,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,28,9.342203599295484
32.0,4.7,Windy,Jam,2,Drinks,motorcycle,0.0,No,Urban,29,9.08201464871387
32.0,4.8,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,26,12.066674550065066
38.0,4.8,Windy,High,2,Snack,scooter,1.0,No,Metropolitian,30,6.205243265109957
38.0,4.8,Windy,Jam,0,Meal,motorcycle,3.0,Yes,Metropolitian,54,16.777073617417113
22.0,4.9,Sandstorms,Low,2,Snack,scooter,0.0,No,,13,13.622890762374356
22.0,4.1,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,35,20.24024383869556
23.0,4.9,Stormy,High,2,Snack,scooter,0.0,No,Metropolitian,22,1.5534899943484366
23.0,4.3,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20.169397688611475
34.0,4.3,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,47,13.400862495365887
25.0,4.6,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,19.749964278779114
25.0,4.6,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,23,10.874073783739165
26.0,4.2,Windy,Low,0,Drinks,motorcycle,0.0,No,Urban,20,4.584914208071497
32.0,4.1,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,42,9.049791497975452
26.0,4.8,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,17,1.5514335623370938
26.0,4.6,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,4.671217131700721
25.0,4.7,Windy,Low,2,Meal,scooter,1.0,,Metropolitian,14,20.0560969000518
32.0,3.7,Stormy,Medium,2,Buffet,scooter,2.0,No,Metropolitian,33,20.168491134908
28.0,4.7,Windy,High,2,Drinks,scooter,0.0,No,Metropolitian,13,6.077569322507281
39.0,5.0,Cloudy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,43,20.430094772882978
36.0,3.6,Stormy,Jam,2,Drinks,electric_scooter,2.0,No,Metropolitian,43,11.739637285632444
32.0,4.8,Stormy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,27,7.656147543388205
34.0,4.5,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,26,17.065537658720537
22.0,4.8,Sunny,Low,2,Buffet,motorcycle,0.0,No,Urban,15,3.0717477942771683
27.0,4.8,Sunny,Jam,2,Snack,motorcycle,0.0,No,Urban,11,9.069124221464334
32.0,4.7,Sandstorms,Low,1,Snack,scooter,1.0,No,Metropolitian,28,1.5358685467812148
22.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,12.572369364893285
32.0,4.7,Cloudy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,47,12.249422663504546
39.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,9.171722599366582
39.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,9.320973739627252
36.0,4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,8.932586031125211
26.0,4.9,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,6.143107809769986
39.0,4.1,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,4.585479460425568
25.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,23,4.655084793348304
31.0,4.3,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,37,6.206706067003809
37.0,4.2,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,42,2.982624290087937
29.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,8.932177012206006
21.0,4.6,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,20,6.205836682929626
34.0,4.9,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,16.891047473713215
33.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,52,20.240208713098447
26.0,4.8,Windy,Medium,2,Meal,electric_scooter,1.0,No,Urban,25,13.88776069716564
35.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,42,12.411836509614888
24.0,4.7,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,15,10.63489999367674
32.0,4.3,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,35,7.857731631182655
36.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,37,13.9631425918721
,,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,35,9.309180417141434
21.0,4.8,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,15,4.585479460425568
34.0,4.2,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,33,4.541362458105845
39.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,25,7.643478546140295
33.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,20.19310242061539
,,Fog,Low,2,Meal,scooter,1.0,No,Urban,31,13.778013803128724
21.0,5.0,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,41,19.361582127009115
28.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,17,7.654878623518251
24.0,4.9,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,16,7.568768735818157
27.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,19,12.427375911701612
21.0,4.7,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,48,12.154788329119079
20.0,4.9,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,14,3.0574426496801568
28.0,4.6,Cloudy,Medium,1,Buffet,scooter,0.0,No,Urban,18,4.6546673493232245
39.0,5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,27,9.151810797690972
23.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,3.0169733613542884
22.0,4.5,Sandstorms,Medium,1,Buffet,scooter,0.0,No,,15,13.574804245546046
31.0,3.5,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,37,11.91227223085789
20.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,4.660510831414872
37.0,4.7,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,30,12.202170172003488
34.0,4.0,Sandstorms,High,1,Snack,scooter,2.0,No,Metropolitian,32,6.077290491382687
25.0,4.9,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,12.064805608611533
27.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,42,12.24930762478309
24.0,5.0,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,49,20.16858912498884
27.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,10.635610592301747
25.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,4.525315756693908
35.0,4.4,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,32,6.048189737616337
36.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,13.757291744061137
25.0,4.7,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,19.648754049649057
23.0,2.5,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,32,10.749520182431374
35.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,3.103584185923498
26.0,4.6,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,23,19.87802606468106
21.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,29,9.069725614683405
28.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,8.93443421326864
31.0,4.9,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,26,10.749432758537358
39.0,4.7,Fog,Low,2,Snack,scooter,0.0,No,Urban,15,1.5119036005250213
31.0,4.0,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,42,12.286068719868755
31.0,4.9,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,24,4.5937809308028825
28.0,5.0,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,12.24887906490303
37.0,4.9,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,10.438559875788673
26.0,5.0,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,23,13.88743471350095
21.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,1.4885941860210825
29.0,4.3,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,32,19.748703155101115
32.0,4.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,19.351225692032006
27.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,17,19.60632762970964
31.0,4.1,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,12.091777892341293
31.0,4.7,Sunny,High,0,Drinks,motorcycle,1.0,No,Urban,29,1.5138303551264662
26.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,19,9.187601026677033
39.0,4.6,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Urban,27,7.757673798504583
33.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,15,3.1031959908465505
36.0,4.2,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,12.285489697463937
37.0,4.1,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,7.541623198513938
23.0,4.6,Windy,Low,2,Buffet,scooter,1.0,,,10,13.603901048475308
21.0,4.7,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,10,7.857731631182655
30.0,4.7,Fog,Low,2,Buffet,electric_scooter,0.0,No,Urban,15,3.027635308662997
33.0,5.0,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,31,10.59581128173806
26.0,4.5,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,15,17.067306247931107
24.0,4.8,Windy,High,1,Meal,motorcycle,0.0,No,Metropolitian,27,1.5282026863007672
31.0,4.7,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,25,10.860653053534554
29.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,13.611877941251933
28.0,4.9,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,15,17.06406616792426
39.0,4.9,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,13.780194829231664
20.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,6.28618544846543
27.0,4.2,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,10.749432758537358
36.0,4.5,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,28,4.392603054585671
31.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,28,13.622781181036231
28.0,4.8,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,1.551612881584519
27.0,4.6,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,17,13.672337908559381
31.0,3.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,36,19.904533424508244
24.0,4.9,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20.241293659141075
22.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,23,12.226964056864439
23.0,5.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,4.5253190816625315
30.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,17.065686520183387
34.0,5.0,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,16.711477240969987
,,Sunny,High,2,Meal,motorcycle,1.0,No,Metropolitian,21,1.5517225879955818
36.0,3.5,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,12.092560215663145
35.0,5.0,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,17,1.5310608986879055
35.0,4.2,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32,6.228490369320803
29.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,,12,7.857731631182655
20.0,4.8,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,17.067306716419083
24.0,4.7,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,27,17.287005375714283
20.0,4.8,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,26,10.717938655627954
32.0,5.0,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,14,3.103542949505919
35.0,3.9,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,19.351054512636676
24.0,4.8,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,20,13.760073888440576
26.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,3.0574820470259993
33.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,17,4.593812540320215
21.0,4.5,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,21,12.091118786210592
31.0,4.9,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,20.838465858118276
27.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,18,4.466751361316746
30.0,4.8,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,9.30813218687877
24.0,4.1,Windy,Low,0,Drinks,motorcycle,0.0,No,,17,7.756906831987053
39.0,4.7,Stormy,High,0,Drinks,motorcycle,3.0,Yes,Metropolitian,46,6.033753988405891
24.0,4.9,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,15,19.90377056773249
25.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,13,10.438174356900017
32.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,30,9.082274265732753
34.0,4.8,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,26,4.607718954257229
26.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,11,4.607470549618967
30.0,4.2,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,5.9555515978531295
22.0,4.6,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,15,12.153374474640263
15.0,1.0,,,3,Buffet,motorcycle,2.0,No,Metropolitian,34,17.066065542359595
38.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,1.5570983881133091
25.0,4.6,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18,13.821333121101864
36.0,4.5,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,17.287005375714283
23.0,4.6,Cloudy,Low,2,Snack,scooter,1.0,No,,16,3.0233803666366406
32.0,4.0,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,40,13.96426415636329
20.0,4.5,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,40,17.06356327817142
33.0,4.7,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25,12.091525941654774
28.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,11.000823613167864
,,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,44,16.81690772979202
25.0,4.8,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,7.644703614683409
22.0,4.7,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,15,3.107173288063306
28.0,5.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,34,13.755137066510976
35.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,23,4.607141214425405
37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,39,19.67604614230744
29.0,5.0,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,10.677148987861672
32.0,4.0,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,38,2.977539505260001
35.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Urban,21,12.229107855875823
,,,,2,Snack,electric_scooter,0.0,No,Metropolitian,21,17326.782889165555
36.0,4.3,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,,33,13.574615758845749
27.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,6.0550664844276145
20.0,4.9,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,16.649457457872757
21.0,4.2,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,20.166247694223742
24.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,19.07762371776662
28.0,4.4,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,16.712035308963777
33.0,4.7,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,7.756065111189633
24.0,4.6,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,19,9.151953026838047
32.0,4.1,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,36,4.534804746462017
22.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,9.429277693727657
37.0,4.9,Fog,High,0,Snack,motorcycle,1.0,No,,26,3.1033192566112127
30.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,25,16.589938675452068
34.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,29,7.785345992082555
22.0,4.7,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,22,4.594065456370285
37.0,4.6,Sunny,Low,1,Snack,scooter,1.0,No,Urban,29,17.08773233272654
37.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20.168140861016376
37.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,21,7.4436347539419545
20.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,22,4.607495631007632
28.0,4.5,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,16,7.557616221577058
33.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,1.5308788689696942
34.0,4.7,Cloudy,High,1,Drinks,motorcycle,2.0,No,Metropolitian,39,6.0550722689685905
27.0,4.9,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,14.013333102938946
35.0,4.3,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,41,12.411912116825137
30.0,4.5,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,39,12.456702268833556
35.0,4.9,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,4.541362458105845
,,,,3,Snack,electric_scooter,2.0,No,Metropolitian,37,16.374037544804075
,,Sandstorms,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,16955.976878608497
27.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,3.1141905630356708
37.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,16,12.456596940758478
28.0,4.7,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,30,10.63550381978504
29.0,4.6,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,28,6.206719017864623
36.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,49,10.750260600969305
32.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,10.70028412493554
24.0,4.6,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,13,3.0717142566970237
33.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,54,13.398675117986983
26.0,4.7,Fog,High,2,Buffet,scooter,,No,Urban,25,6.046663136252905
39.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,1.5515049181565834
39.0,4.0,Fog,High,1,Buffet,scooter,1.0,No,Urban,31,1.5084906198016053
34.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,7.714167513608377
21.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20.8742172298283
30.0,5.0,Windy,Medium,2,Snack,motorcycle,0.0,No,Urban,21,16.89323090126507
26.0,4.4,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,11.000823613167864
,,Fog,Low,2,Drinks,scooter,1.0,No,Urban,11,9.069139093012565
33.0,4.8,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,27,6.228239975126303
,,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,12.412050409080265
26.0,4.5,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,41,3.062584151716308
22.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,26,19.351054512636676
